old_act,old_section,new_act,new_section,mapping_type,notes
IPC-1860,93,BNS-2023,31,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,94,BNS-2023,32,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,95,BNS-2023,33,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,96,BNS-2023,34,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,97,BNS-2023,35,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,98,BNS-2023,36,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,99,BNS-2023,37,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,100,BNS-2023,38,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,101,BNS-2023,39,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,102,BNS-2023,40,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,103,BNS-2023,41,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,104,BNS-2023,42,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,105,BNS-2023,43,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,106,BNS-2023,44,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,107,BNS-2023,45,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,108,BNS-2023,46,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,108A,BNS-2023,47,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,109,BNS-2023,49,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,110,BNS-2023,50,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,111,BNS-2023,51,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,112,BNS-2023,52,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,113,BNS-2023,53,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,114,BNS-2023,54,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,115,BNS-2023,55,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,116,BNS-2023,56,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,117,BNS-2023,57,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,118,BNS-2023,58,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,119,BNS-2023,59,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,120,BNS-2023,60,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,120A,BNS-2023,61(1),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,120B,BNS-2023,61(2),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,121,BNS-2023,147,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,121A,BNS-2023,148,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,122,BNS-2023,149,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,123,BNS-2023,150,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,124,BNS-2023,151,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,124A,BNS-2023,,no_equivalent,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,125,BNS-2023,153,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,126,BNS-2023,154,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
